Date	Branch	Product	Maxtrade_Price	Mintrade_Price	Avg_Price
16/02/2017	Tarikere 	Chali	19019	18369	18694
20/02/2017	Tarikere 	Rashi Idi	28221	20200	24210
20/02/2017	Tarikere 	Chali	19369	19089	19229
23/02/2017	Tarikere 	Rashi Idi	28819	21800	25309
23/02/2017	Tarikere 	Chali	19509	19409	19459
27/02/2017	Tarikere 	Rashi Idi	29189	21669	25429
27/02/2017	Tarikere 	Chali	19509	19509	19509
02/03/2017	Tarikere 	Rashi Idi	30119	22200	26159
06/03/2017	Tarikere 	Rashi Idi	33109	23200	28154
06/03/2017	Tarikere 	Chali	20009	20009	20009
09/03/2017	Tarikere 	Rashi Idi	36369	23700	30035
09/03/2017	Tarikere 	Chali	20409	20289	20349
13/03/2017	Tarikere 	Rashi Idi	34459	23200	28829
13/03/2017	Tarikere 	Chali	19809	19809	19809
16/03/2017	Tarikere 	Rashi Idi	34969	25200	30085
16/03/2017	Tarikere 	Chali	20509	20369	20439
16/03/2017	Tarikere 	Gorabalu	13009	13009	13009
20/03/2017	Tarikere 	Rashi Idi	40221	34089	37155
20/03/2017	Tarikere 	Chali	21289	21089	21189
23/03/2017	Tarikere 	Rashi Idi	42259	28100	35179
23/03/2017	Tarikere 	Chali	21569	21369	21469
23/03/2017	Tarikere 	Gorabalu	19200	19200	19200
10/04/2017	Tarikere 	Rashi Idi	52519	30200	41359
10/04/2017	Tarikere 	Chali	24009	23789	23899
10/04/2017	Tarikere 	Gorabalu	20089	20089	20089
13/04/2017	Tarikere 	Rashi Idi	42099	25809	33959
13/04/2017	Tarikere 	Chali	22222	22222	22222
17/04/2017	Tarikere 	Rashi Idi	42619	25800	34209
17/04/2017	Tarikere 	Chali	22099	21599	21849
20/04/2017	Tarikere 	Rashi Idi	44099	28009	36054
20/04/2017	Tarikere 	Chali	22869	22869	22869
24/04/2017	Tarikere 	Rashi Idi	46429	26200	36315
24/04/2017	Tarikere 	Chali	22609	22069	22339
24/04/2017	Tarikere 	Gorabalu	18500	18500	18500
27/04/2017	Tarikere 	Rashi Idi	47869	30200	39035
27/04/2017	Tarikere 	Gorabalu	20009	17509	18759
27/04/2017	Tarikere 	Chali	22529	22209	22369
04/05/2017	Tarikere 	Rashi Idi	45199	25200	35199
08/05/2017	Tarikere 	Rashi Idi	40369	38269	39319
08/05/2017	Tarikere 	Chali	20209	19089	19689
15/05/2017	Tarikere 	Rashi Idi	44099	26800	35449
15/05/2017	Tarikere 	Chali	20309	20269	20289
18/05/2017	Tarikere 	Rashi Idi	43509	28200	35854
18/05/2017	Tarikere 	Chali	20269	20069	20109
18/05/2017	Tarikere 	Gorabalu	16089	16089	16089
22/05/2017	Tarikere 	Rashi Idi	42509	30100	36404
22/05/2017	Tarikere 	Chali	20239	20229	20225
25/05/2017	Tarikere 	Rashi Idi	40769	30009	35389
25/05/2017	Tarikere 	Chali	19609	19209	19409
29/05/2017	Tarikere 	Rashi Idi	38529	30099	34314
29/05/2017	Tarikere 	Chali	19129	19089	19109
05/06/2017	Tarikere 	Rashi Idi	37069	30089	33579
05/06/2017	Tarikere 	Chali	18029	18029	18029
12/06/2017	Tarikere 	Rashi Idi	38609	37799	38204
12/06/2017	Tarikere 	Chali	19029	19029	19029
15/06/2017	Tarikere 	Rashi Idi	39199	28200	38199
15/06/2017	Tarikere 	Chali	19069	19069	19069
19/06/2017	Tarikere 	Rashi Idi	40589	36089	38339
19/06/2017	Tarikere 	Chali	19109	19109	19109
22/06/2017	Tarikere 	Rashi Idi	39099	32100	38219
22/06/2017	Tarikere 	Chali	19289	19169	19289
10/07/2017	Tarikere 	Rashi Idi	39919	34069	39369
10/07/2017	Tarikere 	Chali	19269	18969	19069
13/07/2017	Tarikere 	Rashi Idi	41219	37089	41099
13/07/2017	Tarikere 	Chali	19389	19089	19309
17/07/2017	Tarikere 	Rashi Idi	47169	40009	46899
17/07/2017	Tarikere 	Chali	20269	20269	20269
17/07/2017	Tarikere 	Gorabalu	16569	15569	16009
20/07/2017	Tarikere 	Rashi Idi	43709	37000	41589
20/07/2017	Tarikere 	Chali	19669	19369	19469
20/07/2017	Tarikere 	Gorabalu	13669	13669	13669
24/07/2017	Tarikere 	Rashi Idi	43099	28100	42509
24/07/2017	Tarikere 	Chali	19589	19289	19289
27/07/2017	Tarikere 	Rashi Idi	44269	28900	42569
27/07/2017	Tarikere 	Chali	20069	20009	20069
31/07/2017	Tarikere 	Rashi Idi	44099	28600	43439
31/07/2017	Tarikere 	Chali	20569	20089	20089
03/08/2017	Tarikere 	Rashi Idi	42629	28200	41089
03/08/2017	Tarikere 	Chali	20199	20099	20199
07/08/2017	Tarikere 	Rashi Idi	40839	26200	40569
07/08/2017	Tarikere 	Chali	19489	19089	19489
10/08/2017	Tarikere 	Rashi Idi	42021	34099	39609
10/08/2017	Tarikere 	Chali	20069	20069	20069
17/08/2017	Tarikere 	Rashi Idi	40819	27200	38559
17/08/2017	Tarikere 	Chali	19269	19109	19209
21/08/2017	Tarikere 	Rashi Idi	42469	35099	41869
21/08/2017	Tarikere 	Chali	18889	18509	18709
28/08/2017	Tarikere 	Rashi Idi	41619	38029	38569
31/08/2017	Tarikere 	Rashi Idi	41569	37089	38089
31/08/2017	Tarikere 	Chali	19089	19089	19089
04/09/2017	Tarikere 	Rashi Idi	40501	28200	38089
04/09/2017	Tarikere 	Chali	19069	19069	19069
07/09/2017	Tarikere 	Rashi Idi	40209	36089	39089
07/09/2017	Tarikere 	Chali	18869	18529	18869
11/09/2017	Tarikere 	Rashi Idi	39099	35089	38000
11/09/2017	Tarikere 	Chali	18709	18589	18000
14/09/2017	Tarikere 	Rashi Idi	39299	36029	37509
14/09/2017	Tarikere 	Chali	19029	18869	18869
18/09/2017	Tarikere 	Rashi Idi	39069	35069	38509
25/09/2017	Tarikere 	Rashi Idi	38649	36029	36029
25/09/2017	Tarikere 	Chali	18869	18069	18869
09/10/2017	Tarikere 	Rashi Idi	39389	37089	37529
09/10/2017	Tarikere 	Chali	19369	19369	19369
12/10/2017	Tarikere 	Rashi Idi	39599	28100	37569
12/10/2017	Tarikere 	Chali	19229	19229	19229
16/10/2017	Tarikere 	Rashi Idi	39559	36501	38039
26/10/2017	Tarikere 	Rashi Idi	36589	27100	35089
02/11/2017	Tarikere 	Rashi Idi	34609	28569	33669
02/11/2017	Tarikere 	Chali	18169	18169	18169
09/11/2017	Tarikere 	Rashi Idi	34609	34369	35000
13/11/2017	Tarikere 	Rashi Idi	36619	33001	35269
30/10/2015	Channagiri 	Rashi Idi	29099	27099	28800
30/10/2015	Channagiri 	New Rashi Idi	28800	28100	28600
04/11/2015	Channagiri 	Rashi Idi	28899	27699	28800
04/11/2015	Channagiri 	Gorabalu	17159	15087	15000
06/11/2015	Channagiri 	Rashi Idi	29019	28119	28800
06/11/2015	Channagiri 	Gorabalu	17187	15249	17000
13/11/2015	Channagiri 	Rashi Idi	29599	28099	29500
13/11/2015	Channagiri 	Gorabalu	17586	17489	17500
20/11/2015	Channagiri 	Gorabalu	19587	17587	19000
20/11/2015	Channagiri 	Rashi Idi	29399	26587	29000
25/11/2015	Channagiri 	Gorabalu	19187	17187	19000
25/11/2015	Channagiri 	Rashi Idi	29099	27569	28500
27/11/2015	Channagiri 	Rashi Idi	29029	27087	28619
02/12/2015	Channagiri 	Rashi Idi	28519	27199	28099
02/12/2015	Channagiri 	Gorabalu	18587	16087	17087
04/12/2015	Channagiri 	Rashi Idi	28539	27599	28200
04/12/2015	Channagiri 	Gorabalu	16587	16187	16500
09/12/2015	Channagiri 	Rashi Idi	28229	27099	27519
11/12/2015	Channagiri 	Rashi Idi	28099	27099	27699
16/12/2015	Channagiri 	Rashi Idi	27600	26000	27000
18/12/2015	Channagiri 	Rashi Idi	27499	26000	27200
23/12/2015	Channagiri 	Rashi Idi	27260	25187	27189
30/12/2015	Channagiri 	Rashi Idi	28659	28000	28500
01/01/2016	Channagiri 	Rashi Idi	28709	28000	28300
06/01/2016	Channagiri 	Rashi Idi	28079	26033	27500
08/01/2016	Channagiri 	Rashi Idi	28089	27031	27700
13/01/2016	Channagiri 	Rashi Idi	28729	28031	28500
22/01/2016	Channagiri 	Rashi Idi	28729	27631	28209
27/01/2016	Channagiri 	Rashi Idi	28629	27219	28019
29/01/2016	Channagiri 	Rashi Idi	28629	26549	28000
03/02/2016	Channagiri 	Rashi Idi	28229	25087	27500
05/02/2016	Channagiri 	Rashi Idi	28129	26069	27500
10/02/2016	Channagiri 	Rashi Idi	26999	25189	26600
12/02/2016	Channagiri 	Rashi Idi	27559	25699	27100
17/02/2016	Channagiri 	Rashi Idi	27829	26269	27500
19/02/2016	Channagiri 	Rashi Idi	27929	25587	27700
24/02/2016	Channagiri 	Rashi Idi	27929	25587	27599
24/02/2016	Channagiri 	Gorabalu	17087	15087	15000
26/02/2016	Channagiri 	Rashi Idi	28029	24069	27500
26/02/2016	Channagiri 	Gorabalu	17187	15087	15587
02/03/2016	Channagiri 	Rashi Idi	28029	25087	27629
02/03/2016	Channagiri 	Gorabalu	17405	14605	15087
04/03/2016	Channagiri 	Rashi Idi	27929	24111	27200
04/03/2016	Channagiri 	Gorabalu	17505	14105	14500
09/03/2016	Channagiri 	Rashi Idi	27799	26099	27400
11/03/2016	Channagiri 	Rashi Idi	27599	24587	27099
16/03/2016	Channagiri 	Rashi Idi	26899	24587	26200
18/03/2016	Channagiri 	Rashi Idi	26529	23069	25659
23/03/2016	Channagiri 	Rashi Idi	26399	25119	26000
06/04/2016	Channagiri 	Rashi Idi	27299	24087	27099
13/04/2016	Channagiri 	Rashi Idi	27319	25287	26800
13/04/2016	Channagiri 	Gorabalu	16125	16125	16000
20/04/2016	Channagiri 	Rashi Idi	26839	24119	26399
22/04/2016	Channagiri 	Rashi Idi	26899	24087	26200
27/04/2016	Channagiri 	Rashi Idi	26509	23587	26109
29/04/2016	Channagiri 	Rashi Idi	25999	23087	25899
29/04/2016	Channagiri 	Gorabalu	15387	13387	15000
26/10/2016	Channagiri 	New Rashi Idi	28159	25099	28000
26/10/2016	Channagiri 	Rashi Idi	28159	27099	28000
04/05/2016	Channagiri 	Rashi Idi	26109	23087	25569
06/05/2016	Channagiri 	Rashi Idi	26009	22587	25469
06/05/2016	Channagiri 	Gorabalu	17075	13087	13500
11/05/2016	Channagiri 	Rashi Idi	25869	23087	25469
11/05/2016	Channagiri 	Gorabalu	15187	13187	13500
13/05/2016	Channagiri 	Rashi Idi	25829	22087	25599
13/05/2016	Channagiri 	Gorabalu	15187	13087	13500
18/05/2016	Channagiri 	Rashi Idi	25609	20087	25009
25/05/2016	Channagiri 	Rashi Idi	25249	21369	25000
27/05/2016	Channagiri 	Rashi Idi	25329	21587	25029
27/05/2016	Channagiri 	Gorabalu	15087	15087	15000
01/06/2016	Channagiri 	Rashi Idi	25229	21087	24500
01/06/2016	Channagiri 	Gorabalu	14087	10087	14000
03/06/2016	Channagiri 	Rashi Idi	24529	20189	24000
08/06/2016	Channagiri 	Rashi Idi	23029	18289	22000
08/06/2016	Channagiri 	Gorabalu	13187	9087	13187
10/06/2016	Channagiri 	Rashi Idi	22729	18087	22000
15/06/2016	Channagiri 	Rashi Idi	22829	17111	22500
17/06/2016	Channagiri 	Rashi Idi	22929	18087	22409
22/06/2016	Channagiri 	Rashi Idi	23429	18087	23000
22/06/2016	Channagiri 	Gorabalu	13587	12087	13000
24/06/2016	Channagiri 	Rashi Idi	23589	19087	23009
29/06/2016	Channagiri 	Rashi Idi	24100	21087	23800
29/06/2016	Channagiri 	Gorabalu	13087	13087	13000
01/07/2016	Channagiri 	Rashi Idi	24329	20587	23679
06/07/2016	Channagiri 	Rashi Idi	25250	20079	24800
08/07/2016	Channagiri 	Rashi Idi	25359	24159	25000
13/07/2016	Channagiri 	Rashi Idi	24599	21087	24000
13/07/2016	Channagiri 	Gorabalu	13187	10087	12000
15/07/2016	Channagiri 	Rashi Idi	24609	21087	24200
15/07/2016	Channagiri 	Gorabalu	15587	13587	15000
20/07/2016	Channagiri 	Rashi Idi	25029	21087	24500
20/07/2016	Channagiri 	Gorabalu	13675	12675	13000
27/07/2016	Channagiri 	Rashi Idi	25839	22519	25500
27/07/2016	Channagiri 	Gorabalu	13687	12087	13000
05/08/2016	Channagiri 	Rashi Idi	25539	24699	25400
10/08/2016	Channagiri 	Rashi Idi	25629	22087	25300
10/08/2016	Channagiri 	Gorabalu	13187	12187	13000
12/08/2016	Channagiri 	Rashi Idi	25699	23539	25399
12/08/2016	Channagiri 	Gorabalu	12387	12187	12187
17/08/2016	Channagiri 	Rashi Idi	25649	23069	25200
17/08/2016	Channagiri 	Gorabalu	13187	12187	13000
19/08/2016	Channagiri 	Rashi Idi	25799	24449	25559
19/08/2016	Channagiri 	Gorabalu	13187	12187	12187
14/09/2016	Channagiri 	Rashi Idi	26229	24199	26000
14/09/2016	Channagiri 	New Rashi Idi	25099	24399	24899
14/09/2016	Channagiri 	Gorabalu	15187	14187	15000
16/09/2016	Channagiri 	Rashi Idi	26629	23087	26379
16/09/2016	Channagiri 	New Rashi Idi	25079	23019	24800
16/09/2016	Channagiri 	Gorabalu	14687	14587	14500
21/09/2016	Channagiri 	Rashi Idi	27039	24899	26839
21/09/2016	Channagiri 	New Rashi Idi	25539	24469	25069
21/09/2016	Channagiri 	Gorabalu	13687	13687	13687
23/09/2016	Channagiri 	Rashi Idi	26299	25399	25599
23/09/2016	Channagiri 	New Rashi Idi	25269	24499	25169
07/10/2016	Channagiri 	New Rashi Idi	26369	25301	26101
07/10/2016	Channagiri 	Rashi Idi	27149	25329	27000
14/10/2016	Channagiri 	Rashi Idi	28629	27349	28500
14/10/2016	Channagiri 	New Rashi Idi	27829	27079	27500
19/10/2016	Channagiri 	Rashi Idi	29599	26199	29500
19/10/2016	Channagiri 	New Rashi Idi	29169	28861	29061
21/10/2016	Channagiri 	Rashi Idi	28849	25199	28500
21/10/2016	Channagiri 	New Rashi Idi	28599	25399	28500
28/10/2016	Channagiri 	Rashi Idi	28149	27089	27500
28/10/2016	Channagiri 	New Rashi Idi	27599	26309	27500
02/11/2016	Channagiri 	Rashi Idi	28299	27399	28000
02/11/2016	Channagiri 	New Rashi Idi	28099	27859	27900
04/11/2016	Channagiri 	Rashi Idi	28469	27399	28000
04/11/2016	Channagiri 	New Rashi Idi	28499	26591	28000
23/11/2016	Channagiri 	Rashi Idi	28169	26069	27800
25/11/2016	Channagiri 	Rashi Idi	27339	26091	26599
30/11/2016	Channagiri 	Rashi Idi	26529	24591	26100
02/12/2016	Channagiri 	New Rashi Idi	26299	24599	26000
07/12/2016	Channagiri 	Rashi Idi	26699	25319	26400
14/12/2016	Channagiri 	Rashi Idi	25599	27249	26799
16/12/2016	Channagiri 	Rashi Idi	27289	25619	26799
21/12/2016	Channagiri 	Rashi Idi	27289	25519	26599
23/12/2016	Channagiri 	Rashi Idi	27139	25099	26699
28/12/2016	Channagiri 	New Rashi Idi	26199	25199	26000
30/12/2016	Channagiri 	New Rashi Idi	26189	24559	25500
04/01/2017	Channagiri 	Rashi Idi	26349	24559	25899
06/01/2017	Channagiri 	Rashi Idi	26499	24059	26069
11/01/2017	Channagiri 	Rashi Idi	27259	24559	26859
13/01/2017	Channagiri 	Rashi Idi	27329	24469	26700
20/01/2017	Channagiri 	Rashi Idi	26599	23599	25899
25/01/2017	Channagiri 	Rashi Idi	26769	24499	26099
27/01/2017	Channagiri 	Rashi Idi	26699	25529	26400
01/02/2017	Channagiri 	Rashi Idi	26999	25519	26600
03/02/2017	Channagiri 	Rashi Idi	27209	25079	26699
08/02/2017	Channagiri 	Rashi Idi	27299	25019	26700
10/02/2017	Channagiri 	Rashi Idi	27349	25019	26599
15/02/2017	Channagiri 	Rashi Idi	27399	25009	27000
17/02/2017	Channagiri 	Rashi Idi	27579	25879	27000
22/02/2017	Channagiri 	Rashi Idi	28709	26099	27500
01/03/2017	Channagiri 	Rashi Idi	29271	27199	29000
03/03/2017	Channagiri 	Rashi Idi	30399	28199	29299
08/03/2017	Channagiri 	Rashi Idi	35399	30199	35000
10/03/2017	Channagiri 	Rashi Idi	34829	28999	32000
15/03/2017	Channagiri 	Rashi Idi	34599	31099	34499
17/03/2017	Channagiri 	Rashi Idi	35219	34399	35009
22/03/2017	Channagiri 	Rashi Idi	41569	40039	40000
22/03/2017	Channagiri 	Gorabalu	19187	16187	19000
24/03/2017	Channagiri 	Rashi Idi	43099	37599	40099
24/03/2017	Channagiri 	Gorabalu	19287	16587	19000
07/04/2017	Channagiri 	Rashi Idi	46999	46399	46699
12/04/2017	Channagiri 	Rashi Idi	48099	32099	47099
19/04/2017	Channagiri 	Rashi Idi	44129	38999	43000
21/04/2017	Channagiri 	Rashi Idi	44199	42099	43599
26/04/2017	Channagiri 	Rashi Idi	47329	44099	46579
28/04/2017	Channagiri 	Rashi Idi	48359	46779	48000
10/05/2017	Channagiri 	Rashi Idi	41329	37079	40899
03/05/2017	Channagiri 	Rashi Idi	46829	35099	45099
05/05/2017	Channagiri 	Rashi Idi	43569	28099	38599
12/05/2017	Channagiri 	Rashi Idi	43109	36079	42099
17/05/2017	Channagiri 	Rashi Idi	43099	38000	41599
19/05/2017	Channagiri 	Rashi Idi	42229	39000	42099
24/05/2017	Channagiri 	Rashi Idi	41099	38099	40500
26/05/2017	Channagiri 	Rashi Idi	41099	34199	39500
31/05/2017	Channagiri 	Rashi Idi	37139	34499	36009
02/06/2017	Channagiri 	Rashi Idi	37200	35099	35599
07/06/2017	Channagiri 	Rashi Idi	37609	35699	36019
09/06/2017	Channagiri 	Rashi Idi	36879	35879	36599
14/06/2017	Channagiri 	Rashi Idi	38599	36599	37099
16/06/2017	Channagiri 	Rashi Idi	40099	37219	39500
21/06/2017	Channagiri 	Rashi Idi	39709	36239	39099
23/06/2017	Channagiri 	Rashi Idi	38599	35699	37599
28/06/2017	Channagiri 	Rashi Idi	38769	34671	37559
12/07/2017	Channagiri 	Rashi Idi	41099	37099	40699
14/07/2017	Channagiri 	Rashi Idi	42299	40099	41700
19/07/2017	Channagiri 	Rashi Idi	45259	40019	44599
21/07/2017	Channagiri 	Rashi Idi	44099	38599	42099
26/07/2017	Channagiri 	Rashi Idi	43399	40099	43099
28/07/2017	Channagiri 	Rashi Idi	44399	40009	43899
02/08/2017	Channagiri 	Rashi Idi	43269	35099	41699
04/08/2017	Channagiri 	Rashi Idi	43099	37299	41599
09/08/2017	Channagiri 	Rashi Idi	40599	36099	40199
11/08/2017	Channagiri 	Rashi Idi	41399	38049	40099
16/08/2017	Channagiri 	Rashi Idi	41599	36199	40599
18/08/2017	Channagiri 	Rashi Idi	41799	39099	41599
30/08/2017	Channagiri 	Rashi Idi	41599	37319	41099
30/08/2017	Channagiri 	New Rashi Idi	38319	38319	38319
01/09/2017	Channagiri 	Rashi Idi	41599	34189	40099
01/09/2017	Channagiri 	New Rashi Idi	39091	37091	38091
06/09/2017	Channagiri 	Old Rashi Idi	39599	30179	36899
06/09/2017	Channagiri 	New Rashi Idi	36199	32199	35199
08/09/2017	Channagiri 	Rashi Idi	39599	35099	39499
08/09/2017	Channagiri 	New Rashi Idi	37091	36091	37091
13/09/2017	Channagiri 	Old Rashi Idi	39499	30099	38899
13/09/2017	Channagiri 	New Rashi Idi	37301	35001	36601
15/09/2017	Channagiri 	New Rashi Idi	37091	36091	37091
15/09/2017	Channagiri 	Old Rashi Idi	39399	28199	37099
20/09/2017	Channagiri 	New Rashi Idi	37091	34099	36791
20/09/2017	Channagiri 	Old Rashi Idi	38599	24099	36019
27/09/2017	Channagiri 	Rashi Idi	38399	35599	36091
27/09/2017	Channagiri 	New Rashi Idi	37099	36009	36591
06/10/2017	Channagiri 	New Rashi Idi	37499	36499	37299
06/10/2017	Channagiri 	Old Rashi Idi	39499	35199	38099
11/10/2017	Channagiri 	New Rashi Idi	37499	35299	37011
11/10/2017	Channagiri 	Old Rashi Idi	39499	35099	38599
13/10/2017	Channagiri 	Old Rashi Idi	39439	35099	37899
13/10/2017	Channagiri 	New Rashi Idi	37879	37411	37511
25/10/2017	Channagiri 	New Rashi Idi	37091	33199	36191
25/10/2017	Channagiri 	Old Rashi Idi	37599	30199	36599
27/10/2017	Channagiri 	New Rashi Idi	36501	34109	35591
27/10/2017	Channagiri 	Old Rashi Idi	35891	32099	34366
03/11/2017	Channagiri 	Rashi Idi	34791	33599	33799
08/11/2017	Channagiri 	Rashi Idi	34691	31033	34000
10/11/2017	Channagiri 	Rashi Idi	35419	34119	35099
15/11/2017	Channagiri 	Rashi Idi	36199	33009	36000
17/11/2017	Channagiri 	Rashi Idi	36099	34199	35899
22/11/2017	Channagiri 	Rashi Idi	36069	31299	35699
24/11/2017	Channagiri 	Rashi Idi	35921	34299	35331
29/11/2017	Channagiri 	Rashi Idi	36299	34099	35899
01/12/2017	Channagiri 	Rashi Idi	36399	35399	36199
06/12/2017	Channagiri 	Rashi Idi	37602	35569	37299
08/12/2017	Channagiri 	Rashi Idi	38119	34599	37800
13/12/2017	Channagiri 	Rashi Idi	37599	34399	37099
15/12/2017	Channagiri 	Rashi Idi	37099	34559	36599
20/12/2017	Channagiri 	Rashi Idi	36299	34209	36099
22/12/2017	Channagiri 	Rashi Idi	35899	34119	35500
27/12/2017	Channagiri 	Rashi Idi	36399	34599	36079
29/12/2017	Channagiri 	Rashi Idi	36999	35199	36499
03/01/2018	Channagiri 	Rashi Idi	37499	34539	37299
05/01/2018	Channagiri 	Rashi Idi	37699	36899	37499
10/01/2018	Channagiri 	Rashi Idi	37601	36119	37429
12/01/2018	Channagiri 	Rashi Idi	37310	36099	37010
17/01/2018	Channagiri 	Rashi Idi	37211	35159	37029
19/01/2018	Channagiri 	Rashi Idi	37399	36329	37029
24/01/2018	Channagiri 	Rashi Idi	37351	35599	36999
31/01/2018	Channagiri 	Rashi Idi	36711	34111	36000
02/02/2018	Channagiri 	Rashi Idi	36011	34199	35600
07/02/2018	Channagiri 	Rashi Idi	36891	35079	36600
07/02/2018	Channagiri 	Gorabalu	19111	19111	19111
09/02/2018	Channagiri 	Rashi Idi	36891	35301	36699
14/02/2018	Channagiri 	Rashi Idi	36831	35839	36600
14/02/2018	Channagiri 	Rashi Idi	36831	35839	36600
16/02/2018	Channagiri 	Rashi Idi	36911	35119	36599
30/10/2015	Bhadravathi 	Rashi Idi	29019	28619	28709
03/11/2015	Bhadravathi 	Rashi Idi	28869	28119	28209
06/11/2015	Bhadravathi 	Rashi Idi	29269	28269	29079
06/11/2015	Bhadravathi 	New Rashi Idi	29089	28039	28879
17/11/2015	Bhadravathi 	Rashi Idi	29639	29019	29209
20/11/2015	Bhadravathi 	Rashi Idi	29399	28869	29169
24/11/2015	Bhadravathi 	Rashi Idi	29259	28599	29069
24/11/2015	Bhadravathi 	Gorabalu	20019	17111	18069
27/11/2015	Bhadravathi 	Rashi Idi	28829	27019	28019
01/12/2015	Bhadravathi 	Rashi Idi	28629	27909	28019
04/12/2015	Bhadravathi 	Rashi Idi	28419	28029	28109
08/12/2015	Bhadravathi 	Rashi Idi	28229	27169	28049
08/12/2015	Bhadravathi 	Gorabalu	19111	18269	18700
11/12/2015	Bhadravathi 	Rashi Idi	28029	27069	27769
15/12/2015	Bhadravathi 	Rashi Idi	28009	27109	27669
15/12/2015	Bhadravathi 	Gorabalu	18019	18009	18010
22/12/2015	Bhadravathi 	Rashi Idi	27709	26809	26909
22/12/2015	Bhadravathi 	Gorabalu	18529	18059	18409
29/12/2015	Bhadravathi 	Rashi Idi	28509	27569	27609
01/01/2016	Bhadravathi 	Rashi Idi	28819	28219	28609
01/01/2016	Bhadravathi 	Gorabalu	19019	19009	19019
05/01/2016	Bhadravathi 	Rashi Idi	28269	27369	27709
08/01/2016	Bhadravathi 	Rashi Idi	28039	27319	27709
08/01/2016	Bhadravathi 	Gorabalu	19019	19009	19019
12/01/2016	Bhadravathi 	Rashi Idi	28869	27169	28269
19/01/2016	Bhadravathi 	Rashi Idi	29269	28509	28929
29/01/2016	Bhadravathi 	Rashi Idi	28449	27019	28009
29/01/2016	Bhadravathi 	Gorabalu	17819	16019	17419
02/02/2016	Bhadravathi 	Rashi Idi	28429	27009	28009
02/02/2016	Bhadravathi 	Gorabalu	21169	16669	19009
05/02/2016	Bhadravathi 	Rashi Idi	28029	27109	28009
09/02/2016	Bhadravathi 	Rashi Idi	27339	26669	27009
16/02/2016	Bhadravathi 	Rashi Idi	27639	26699	27299
23/02/2016	Bhadravathi 	Rashi Idi	28269	26169	27719
23/02/2016	Bhadravathi 	Rashi Idi	28269	26169	27719
26/02/2016	Bhadravathi 	Rashi Idi	28029	27009	27869
01/03/2016	Bhadravathi 	Rashi Idi	28029	27019	27839
04/03/2016	Bhadravathi 	Rashi Idi	27829	27019	27709
25/10/2016	Bhadravathi 	New Rashi Idi	28069	25599	27909
08/03/2016	Bhadravathi 	Rashi Idi	27729	27019	27509
11/03/2016	Bhadravathi 	Rashi Idi	27429	27019	27269
11/03/2016	Bhadravathi 	Rashi Idi	27429	27019	27269
11/03/2016	Bhadravathi 	Rashi Idi	27429	27019	27269
15/03/2016	Bhadravathi 	Rashi Idi	27019	26569	26609
18/03/2016	Bhadravathi 	Rashi Idi	26569	26009	26209
12/04/2016	Bhadravathi 	Rashi Idi	27559	26509	27309
15/04/2016	Bhadravathi 	Rashi Idi	26800	26009	26609
22/04/2016	Bhadravathi 	Rashi Idi	26819	26209	26509
26/04/2016	Bhadravathi 	Rashi Idi	26459	25509	26109
26/04/2016	Bhadravathi 	Rashi Idi	26459	25509	26109
29/04/2016	Bhadravathi 	Rashi Idi	26009	25000	25509
03/05/2016	Bhadravathi 	Rashi Idi	26009	24509	25499
06/05/2016	Bhadravathi 	Rashi Idi	25829	25169	25369
10/05/2016	Bhadravathi 	Rashi Idi	25609	24509	25009
13/05/2016	Bhadravathi 	Rashi Idi	25809	24809	25209
17/05/2016	Bhadravathi 	Rashi Idi	25509	24069	24729
20/05/2016	Bhadravathi 	Rashi Idi	25429	24809	25209
24/05/2016	Bhadravathi 	Rashi Idi	25269	23609	24559
27/05/2016	Bhadravathi 	Rashi Idi	25379	24509	24609
31/05/2016	Bhadravathi 	Rashi Idi	25229	24109	24809
03/06/2016	Bhadravathi 	Rashi Idi	24609	23609	24069
07/06/2016	Bhadravathi 	Rashi Idi	23329	21509	22569
10/06/2016	Bhadravathi 	Rashi Idi	23329	22109	22519
14/06/2016	Bhadravathi 	Rashi Idi	22909	22009	22509
17/06/2016	Bhadravathi 	Rashi Idi	23229	20169	22699
21/06/2016	Bhadravathi 	Rashi Idi	23409	21509	22809
24/06/2016	Bhadravathi 	Rashi Idi	23529	21169	22819
01/07/2016	Bhadravathi 	Rashi Idi	24509	22289	23509
05/07/2016	Bhadravathi 	Rashi Idi	25269	24519	24809
08/07/2016	Bhadravathi 	Rashi Idi	26259	24509	25209
12/07/2016	Bhadravathi 	Rashi Idi	25409	24509	24909
15/07/2016	Bhadravathi 	Rashi Idi	25069	23809	24299
19/07/2016	Bhadravathi 	Rashi Idi	25269	24509	24909
22/07/2016	Bhadravathi 	Api	26699	26299	26609
22/07/2016	Bhadravathi 	Rashi Idi	26019	24809	25509
29/07/2016	Bhadravathi 	Rashi Idi	25539	24299	25209
29/07/2016	Bhadravathi 	Rashi Idi	25539	24299	25209
02/08/2016	Bhadravathi 	Rashi Idi	25369	24599	25099
05/08/2016	Bhadravathi 	Rashi Idi	25369	24199	25029
09/08/2016	Bhadravathi 	Rashi Idi	25529	24719	25009
12/08/2016	Bhadravathi 	Rashi Idi	25619	23569	25099
16/08/2016	Bhadravathi 	Rashi Idi	25559	24599	25209
19/08/2016	Bhadravathi 	Rashi Idi	26019	24899	25589
23/08/2016	Bhadravathi 	Rashi Idi	26689	25569	26019
