Date	Branch	Product	Maxtrade_Price	Mintrade_Price	Avg_Price
02/11/2015	Birur 	Old Rashi Idi	28599	25239	26919
02/11/2015	Birur 	New Rashi Idi	29869	28369	29119
05/11/2015	Birur 	Rashi Idi	28901	27069	28899
05/11/2015	Birur 	New Rashi Idi	28801	28719	28759
09/11/2015	Birur 	Old Rashi Idi	29339	27069	28369
09/11/2015	Birur 	New Rashi Idi	29569	27569	29099
16/11/2015	Birur 	Old Rashi Idi	29669	28019	29309
16/11/2015	Birur 	New Rashi Idi	29869	25569	29469
19/11/2015	Birur 	Old Rashi Idi	29539	29019	29339
19/11/2015	Birur 	New Rashi Idi	29539	27519	29199
19/11/2015	Birur 	Gorabalu	20019	18319	19509
23/11/2015	Birur 	Old Rashi Idi	29269	28201	29199
23/11/2015	Birur 	New Rashi Idi	29969	28099	29569
26/11/2015	Birur 	Old Rashi Idi	29129	28299	28309
26/11/2015	Birur 	New Rashi Idi	29569	28199	29129
30/11/2015	Birur 	Old Rashi Idi	28559	27800	28200
30/11/2015	Birur 	New Rashi Idi	29469	28269	28769
03/12/2015	Birur 	Old Rashi Idi	28399	27019	27219
03/12/2015	Birur 	New Rashi Idi	28429	25019	27519
07/12/2015	Birur 	Old Rashi Idi	28339	27809	28019
07/12/2015	Birur 	New Rashi Idi	28869	27399	28199
10/12/2015	Birur 	Old Rashi Idi	28189	27199	28069
10/12/2015	Birur 	New Rashi Idi	28369	27029	28129
14/12/2015	Birur 	Old Rashi Idi	28019	27429	27729
14/12/2015	Birur 	New Rashi Idi	27829	26559	27599
17/12/2015	Birur 	Old Rashi Idi	27299	25809	26889
17/12/2015	Birur 	New Rashi Idi	27569	27099	27259
21/12/2015	Birur 	Old Rashi Idi	27269	27009	27169
21/12/2015	Birur 	New Rashi Idi	27069	25569	26509
28/12/2015	Birur 	Old Rashi Idi	27839	27710	27789
28/12/2015	Birur 	New Rashi Idi	28569	25569	28169
31/12/2015	Birur 	Old Rashi Idi	26099	25009	25509
31/12/2015	Birur 	New Rashi Idi	28619	27009	28129
14/01/2016	Birur 	Rashi Idi	28869	26099	28259
18/01/2016	Birur 	Rashi Idi	29239	25099	28169
18/01/2016	Birur 	Chali	20569	19569	19569
21/01/2016	Birur 	Old Rashi Idi	29069	24069	28399
21/01/2016	Birur 	New Rashi Idi	28729	23569	28219
21/01/2016	Birur 	Chali	20869	20569	20659
25/01/2016	Birur 	Rashi Idi	28819	25099	28100
25/01/2016	Birur 	Gorabalu	18000	14700	16509
28/01/2016	Birur 	Rashi Idi	28529	22099	27859
28/01/2016	Birur 	Gorabalu	16899	12099	14569
01/02/2016	Birur 	Rashi Idi	28569	25099	28100
01/02/2016	Birur 	Gorabalu	16099	13599	16699
01/02/2016	Birur 	Chali	20000	19569	19759
04/02/2016	Birur 	Rashi Idi	28059	24069	27439
04/02/2016	Birur 	Gorabalu	18000	13069	16569
08/02/2016	Birur 	Rashi Idi	27500	23569	26700
08/02/2016	Birur 	Gorabalu	16569	14099	15259
08/02/2016	Birur 	Chali	20300	19569	19759
22/02/2016	Birur 	Rashi Idi	27829	24099	27029
22/02/2016	Birur 	Chali	21200	21000	21059
25/02/2016	Birur 	Rashi Idi	28029	24099	27039
25/02/2016	Birur 	Edi	21210	19100	20009
25/02/2016	Birur 	Chali	21500	21000	21059
29/02/2016	Birur 	Rashi Idi	27929	23009	27229
29/02/2016	Birur 	Chali	21501	21401	21459
03/03/2016	Birur 	Rashi Idi	28029	23599	27769
03/03/2016	Birur 	Chali	20200	19110	19359
03/03/2016	Birur 	Gorabalu	17009	16200	16509
10/03/2016	Birur 	Rashi Idi	27529	20009	27329
10/03/2016	Birur 	Chali	20169	18569	19869
10/03/2016	Birur 	Gorabalu	18069	16199	17209
14/03/2016	Birur 	Rashi Idi	27099	19099	26509
14/03/2016	Birur 	Chali	19369	19069	19269
17/03/2016	Birur 	Rashi Idi	26529	20099	25099
17/03/2016	Birur 	Gorabalu	15101	14011	14509
17/03/2016	Birur 	Chali	18569	18100	18159
24/03/2016	Birur 	Rashi Idi	26529	24099	25219
24/03/2016	Birur 	Chali	18569	18469	18489
11/04/2016	Birur 	Rashi Idi	28369	23569	27069
11/04/2016	Birur 	Chali	19300	19000	19000
18/04/2016	Birur 	Rashi Idi	26739	20000	26199
18/04/2016	Birur 	Chali	18909	18009	18569
18/04/2016	Birur 	Gorabalu	11000	9509	10109
18/04/2016	Birur 	Gorabalu	18519	13000	16509
21/04/2016	Birur 	Rashi Idi	26849	21009	26599
21/04/2016	Birur 	Chali	18889	18089	18729
25/04/2016	Birur 	Rashi Idi	26569	23599	25559
25/04/2016	Birur 	Chali	18009	17100	17509
25/04/2016	Birur 	Edi	18200	17100	17569
28/04/2016	Birur 	Rashi Idi	26519	23099	25709
05/05/2016	Birur 	Rashi Idi	26009	24069	25539
05/05/2016	Birur 	Chali	17200	16509	16809
12/05/2016	Birur 	Rashi Idi	25729	24000	25229
12/05/2016	Birur 	Chali	18000	17109	17529
16/05/2016	Birur 	Rashi Idi	25679	21000	25001
16/05/2016	Birur 	Chali	17801	17109	17329
19/05/2016	Birur 	Rashi Idi	25559	23001	24059
19/05/2016	Birur 	Chali	17701	17601	17659
26/05/2016	Birur 	Rashi Idi	25269	22001	24001
30/05/2016	Birur 	Rashi Idi	25239	22001	24601
30/05/2016	Birur 	Chali	17369	15069	16001
02/06/2016	Birur 	Rashi Idi	25029	23099	24001
02/06/2016	Birur 	Chali	17401	17269	17289
06/06/2016	Birur 	Rashi Idi	24009	21009	23209
09/06/2016	Birur 	Rashi Idi	22699	20009	22169
09/06/2016	Birur 	Edi	13699	11569	12109
09/06/2016	Birur 	Gorabalu	10569	10199	10309
09/06/2016	Birur 	Chali	16569	15869	16209
16/06/2016	Birur 	Rashi Idi	22819	20000	21519
16/06/2016	Birur 	Edi	14200	13110	13519
16/06/2016	Birur 	Gorabalu	13210	12701	13109
20/06/2016	Birur 	Rashi Idi	24069	20569	22201
20/06/2016	Birur 	Gorabalu	14100	13200	13509
20/06/2016	Birur 	Chali	16069	15501	15709
23/06/2016	Birur 	Rashi Idi	23569	21099	23000
23/06/2016	Birur 	Chali	15801	15001	15169
30/06/2016	Birur 	Rashi Idi	24059	21501	23519
30/06/2016	Birur 	Chali	17501	16710	17101
11/07/2016	Birur 	Edi	18001	17001	17501
11/07/2016	Birur 	Chali	19299	18301	18569
11/07/2016	Birur 	Rashi Idi	28069	20669	26001
14/07/2016	Birur 	Rashi Idi	26069	19069	24559
14/07/2016	Birur 	Chali	17569	17501	17539
21/07/2016	Birur 	Rashi Idi	26369	18169	24599
21/07/2016	Birur 	Chali	17569	17501	17510
28/07/2016	Birur 	Rashi Idi	25819	22001	25001
04/08/2016	Birur 	Rashi Idi	25569	23199	24599
04/08/2016	Birur 	Chali	17809	17089	17089
11/08/2016	Birur 	Rashi Idi	25719	21569	25369
18/08/2016	Birur 	Rashi Idi	25659	18069	24899
18/08/2016	Birur 	Edi	16710	16210	16359
18/08/2016	Birur 	Chali	17809	16609	17009
22/08/2016	Birur 	Rashi Idi	26449	24299	25859
22/08/2016	Birur 	Chali	18399	18069	18159
25/08/2016	Birur 	Rashi Idi	26749	23699	25069
29/08/2016	Birur 	Rashi Idi	26339	24029	25569
29/08/2016	Birur 	Chali	18509	15009	17509
01/09/2016	Birur 	Rashi Idi	26239	25069	25469
22/09/2016	Birur 	Rashi Idi	26699	19069	25659
22/09/2016	Birur 	Chali	18899	14069	15659
26/09/2016	Birur 	Rashi Idi	26739	25069	26439
13/10/2016	Birur 	Rashi Idi	28269	23069	27569
13/10/2016	Birur 	New Rashi Idi	27539	26829	27159
13/10/2016	Birur 	Chali	18569	18069	18259
17/10/2016	Birur 	Rashi Idi	30369	21569	29529
17/10/2016	Birur 	New Rashi Idi	29769	28169	29669
20/10/2016	Birur 	Rashi Idi	29269	21569	29029
20/10/2016	Birur 	New Rashi Idi	28839	28029	28529
20/10/2016	Birur 	Chali	18529	17069	18159
24/10/2016	Birur 	Rashi Idi	28539	26069	27369
24/10/2016	Birur 	New Rashi Idi	28099	27009	27699
07/11/2016	Birur 	Rashi Idi	28769	27069	28069
07/11/2016	Birur 	New Rashi Idi	29229	28039	28769
24/11/2016	Birur 	Old Rashi Idi	27509	26099	26529
24/11/2016	Birur 	New Rashi Idi	27771	19069	26099
01/12/2016	Birur 	Old Rashi Idi	26499	22069	24009
01/12/2016	Birur 	New Rashi Idi	26509	25069	26200
08/12/2016	Birur 	New Rashi Idi	26729	23569	24569
08/12/2016	Birur 	Old Rashi Idi	26509	23069	25459
12/12/2016	Birur 	New Rashi Idi	27129	21569	24069
12/12/2016	Birur 	Old Rashi Idi	27099	22569	26829
15/12/2016	Birur 	Old Rashi Idi	27239	25069	26899
15/12/2016	Birur 	New Rashi Idi	27239	25069	27099
19/12/2016	Birur 	Old Rashi Idi	27501	24569	27369
19/12/2016	Birur 	New Rashi Idi	27489	21069	26839
22/12/2016	Birur 	New Rashi Idi	27339	21569	27169
22/12/2016	Birur 	Old Rashi Idi	27095	23009	26569
26/12/2016	Birur 	New Rashi Idi	27009	21569	26689
26/12/2016	Birur 	Old Rashi Idi	27069	23569	26839
26/12/2016	Birur 	New Rashi Idi	27009	21569	26689
26/12/2016	Birur 	Old Rashi Idi	27069	23569	26839
29/12/2016	Birur 	New Rashi Idi	26269	17569	21569
29/12/2016	Birur 	Old Rashi Idi	26249	17569	25869
29/12/2016	Birur 	Gorabalu	12469	11069	11569
02/01/2017	Birur 	New Rashi Idi	26399	21569	26199
02/01/2017	Birur 	Old Rashi Idi	26369	18069	26269
05/01/2017	Birur 	Rashi Idi	26469	24069	25299
05/01/2017	Birur 	Gorabalu	14120	10210	11069
09/01/2017	Birur 	Rashi Idi	27069	22569	25769
12/01/2017	Birur 	New Rashi Idi	27209	21569	26699
19/01/2017	Birur 	Rashi Idi	27169	23009	26459
16/01/2017	Birur 	Rashi Idi	27709	21569	27409
16/01/2017	Birur 	Chali	16429	13869	15069
19/01/2017	Birur 	Chali	16390	16269	13210
23/01/2017	Birur 	Rashi Idi	26869	24069	25869
30/01/2017	Birur 	Rashi Idi	26889	24069	25869
30/01/2017	Birur 	Chali	17229	16569	17029
02/02/2017	Birur 	Rashi Idi	27239	25029	26069
06/02/2017	Birur 	Rashi Idi	27569	23569	27119
06/02/2017	Birur 	Chali	18569	18369	18469
09/02/2017	Birur 	Rashi Idi	27669	21069	27169
16/02/2017	Birur 	Rashi Idi	27969	21569	26869
16/02/2017	Birur 	Chali	18869	17889	18089
20/02/2017	Birur 	Rashi Idi	28369	23569	26569
23/02/2017	Birur 	Rashi Idi	29369	21569	28309
23/02/2017	Birur 	Chali	19429	18429	18899
27/02/2017	Birur 	Rashi Idi	29369	22569	28269
27/02/2017	Birur 	Chali	19469	17069	18159
02/03/2017	Birur 	Rashi Idi	30369	26569	29531
02/03/2017	Birur 	Chali	19529	17000	18069
09/03/2017	Birur 	Rashi Idi	36369	31569	34509
09/03/2017	Birur 	Chali	20309	19809	20069
09/03/2017	Birur 	Gorabalu	17009	14009	15009
13/03/2017	Birur 	Rashi Idi	34099	28009	33899
13/03/2017	Birur 	Chali	20169	19009	19009
16/03/2017	Birur 	Rashi Idi	34689	28569	33529
16/03/2017	Birur 	Chali	20529	20069	20369
20/03/2017	Birur 	Rashi Idi	39369	31569	38569
20/03/2017	Birur 	Chali	21209	20099	20759
23/03/2017	Birur 	Rashi Idi	42529	32569	41099
23/03/2017	Birur 	Chali	21210	20210	21569
23/03/2017	Birur 	Gorabalu	18200	15569	15009
23/03/2017	Birur 	Rashi Idi	42529	32569	41099
23/03/2017	Birur 	Chali	21569	20210	21009
23/03/2017	Birur 	Gorabalu	18200	15569	15009
10/04/2017	Birur 	Rashi Idi	51689	35069	48509
10/04/2017	Birur 	Chali	23769	22009	22809
11/05/2017	Birur 	Chali	20369	16069	19069
11/05/2017	Birur 	Rashi Idi	40669	22569	34569
13/04/2017	Birur 	Rashi Idi	42099	30009	42069
13/04/2017	Birur 	Chali	22009	21369	21069
17/04/2017	Birur 	Rashi Idi	42569	25569	40099
17/04/2017	Birur 	Chali	22509	19069	22222
24/04/2017	Birur 	Rashi Idi	46229	35009	45509
24/04/2017	Birur 	Chali	22629	21609	22609
27/04/2017	Birur 	Rashi Idi	46099	21569	47529
27/04/2017	Birur 	Chali	22699	22209	22509
27/04/2017	Birur 	Rashi Idi	47529	21569	46099
04/05/2017	Birur 	Rashi Idi	45069	38039	42599
04/05/2017	Birur 	Chali	21089	20200	20759
18/05/2017	Birur 	Rashi Idi	42229	38069	41069
18/05/2017	Birur 	Chali	20369	17069	18569
25/05/2017	Birur 	Rashi Idi	41069	21569	38309
25/05/2017	Birur 	Chali	16009	15000	15209
01/06/2017	Birur 	Rashi Idi	37029	21569	35669
01/06/2017	Birur 	Chali	18509	17399	18009
15/06/2017	Birur 	Rashi Idi	38629	37000	38269
15/06/2017	Birur 	Chali	19109	14569	16200
22/06/2017	Birur 	Rashi Idi	39219	31219	38529
22/06/2017	Birur 	Chali	19029	17089	18569
13/07/2017	Birur 	Rashi Idi	40729	28569	40389
13/07/2017	Birur 	Chali	19369	18989	19169
20/07/2017	Birur 	Rashi Idi	43869	32569	42529
20/07/2017	Birur 	Chali	20069	19569	19069
27/07/2017	Birur 	Rashi Idi	44069	34569	43669
27/07/2017	Birur 	Chali	19669	17110	18009
03/08/2017	Birur 	Rashi Idi	43071	21569	42069
03/08/2017	Birur 	Chali	18099	16099	17009
10/08/2017	Birur 	Rashi Idi	39569	33000	35099
10/08/2017	Birur 	Chali	19429	19009	19209
17/08/2017	Birur 	Rashi Idi	40599	21569	39599
17/08/2017	Birur 	Chali	19069	14069	17869
28/08/2017	Birur 	Rashi Idi	41569	21569	39089
28/08/2017	Birur 	Chali	19069	18569	19000
31/08/2017	Birur 	Rashi Idi	41689	38099	40019
04/09/2017	Birur 	Rashi Idi	40269	33889	40069
04/09/2017	Birur 	Chali	18509	18009	18259
07/09/2017	Birur 	Rashi Idi	40089	37069	39069
11/09/2017	Birur 	Rashi Idi	38599	21569	36869
14/09/2017	Birur 	Rashi Idi	39099	34009	38029
14/09/2017	Birur 	Chali	18509	17009	17509
25/09/2017	Birur 	Rashi Idi	38599	28569	37029
09/10/2017	Birur 	New Rashi Idi	37501	37069	37029
09/10/2017	Birur 	Old Rashi Idi	39339	37869	39189
09/10/2017	Birur 	Chali	19029	18529	18709
12/10/2017	Birur 	New Rashi Idi	37469	37299	37399
12/10/2017	Birur 	Old Rashi Idi	39599	37829	39239
16/10/2017	Birur 	Old Rashi Idi	39339	36069	39099
16/10/2017	Birur 	New Rashi Idi	37969	37769	37799
26/10/2017	Birur 	Rashi Idi	36629	21569	36009
09/11/2017	Birur 	Rashi Idi	34869	33589	34089
16/11/2017	Birur 	Rashi Idi	36419	34039	35669
16/11/2017	Birur 	Chali	19569	19229	19369
23/11/2017	Birur 	Rashi Idi	36869	34069	35849
23/11/2017	Birur 	Chali	20099	19869	20009
30/11/2017	Birur 	Chali	20369	18069	19469
30/11/2017	Birur 	Rashi Idi	36889	35029	36099
07/12/2017	Birur 	Rashi Idi	38199	35669	37399
14/12/2017	Birur 	Rashi Idi	38289	35569	37099
21/12/2017	Birur 	Rashi Idi	37069	34089	36069
28/12/2017	Birur 	Rashi Idi	36729	35029	36369
28/12/2017	Birur 	Chali	20629	20389	20489
04/01/2018	Birur 	Rashi Idi	37599	37069	37399
04/01/2018	Birur 	Chali	21089	17010	20969
11/01/2018	Birur 	Rashi Idi	37609	36029	37089
18/01/2018	Birur 	Rashi Idi	37669	35599	37089
18/01/2018	Birur 	Chali	21469	16019	19509
01/02/2018	Birur 	Rashi Idi	35599	21569	35309
01/02/2018	Birur 	Gorabalu	19821	19821	19821
08/02/2018	Birur 	Rashi Idi	37469	35169	36799
08/02/2018	Birur 	Chali	21399	21399	21399
15/02/2018	Birur 	Rashi Idi	37269	31569	36409
15/02/2018	Birur 	Gorabalu	19210	18210	19110
15/02/2018	Birur 	Chali	21269	19069	20669
25/10/2015	Koppa	Hasa	46899	36399	42500
25/10/2015	Koppa	Bette	33099	30699	32000
25/10/2015	Koppa	Edi	29629	27699	28500
25/10/2015	Koppa	Gorabalu	21969	20210	20500
01/11/2015	Koppa	Hasa	47899	36619	45299
01/11/2015	Koppa	Bette	32589	30009	31269
01/11/2015	Koppa	Rashi Idi	28595	24118	27269
01/11/2015	Koppa	Gorabalu	22389	19409	20269
08/11/2015	Koppa	Hasa	47111	34018	42299
08/11/2015	Koppa	Bette	33319	31799	31169
08/11/2015	Koppa	Rashi Idi	29319	24899	28869
08/11/2015	Koppa	Gorabalu	22095	20020	21669
15/11/2015	Koppa	Hasa	46219	35008	42369
15/11/2015	Koppa	Bette	33519	29218	32269
15/11/2015	Koppa	Rashi Idi	29519	25005	28869
15/11/2015	Koppa	Gorabalu	22469	16918	22269
22/11/2015	Koppa	Hasa	48699	35111	45299
22/11/2015	Koppa	Bette	32869	28018	31869
22/11/2015	Koppa	Edi	29295	23505	28869
22/11/2015	Koppa	Gorabalu	22799	16298	20269
29/11/2015	Koppa	Hasa	49099	37211	45299
29/11/2015	Koppa	Bette	32519	30111	31169
29/11/2015	Koppa	Rashi Idi	28829	27595	27269
29/11/2015	Koppa	Gorabalu	22069	20569	21169
06/12/2015	Koppa	Hasa	49111	34018	42216
06/12/2015	Koppa	Bette	32229	30669	31700
06/12/2015	Koppa	Rashi Idi	28489	25018	28000
06/12/2015	Koppa	Gorabalu	21899	20169	21500
13/12/2015	Koppa	Hasa	49299	34111	44199
13/12/2015	Koppa	Bette	31519	30699	30299
13/12/2015	Koppa	Rashi Idi	28005	23165	26269
13/12/2015	Koppa	Gorabalu	21816	18118	20269
20/12/2015	Koppa	Hasa	48699	32198	44369
20/12/2015	Koppa	Bette	31105	30169	30029
20/12/2015	Koppa	Rashi Idi	27489	24018	26629
20/12/2015	Koppa	Gorabalu	21009	16018	18899
27/12/2015	Koppa	Hasa	47799	34018	44239
27/12/2015	Koppa	Bette	31536	30749	30599
27/12/2015	Koppa	Rashi Idi	28139	24008	27129
27/12/2015	Koppa	Gorabalu	20898	18619	20299
03/01/2016	Koppa	Hasa	48569	36109	42299
03/01/2016	Koppa	Bette	31422	30399	30269
03/01/2016	Koppa	Rashi Idi	28595	27309	27069
03/01/2016	Koppa	Gorabalu	21599	19069	20869
10/01/2016	Koppa	Hasa	49099	33698	45599
10/01/2016	Koppa	Bette	31309	30099	30169
10/01/2016	Koppa	Rashi Idi	28399	27169	27069
10/01/2016	Koppa	Gorabalu	21398	20169	19969
17/04/2016	Koppa	Rashi Idi	27019	22649	24469
17/01/2016	Koppa	Hasa	48369	34118	44269
17/01/2016	Koppa	Bette	31919	31019	31169
17/01/2016	Koppa	Rashi Idi	29109	25199	28569
17/01/2016	Koppa	Gorabalu	22069	20569	20269
24/01/2016	Koppa	Hasa	47009	34399	43369
24/01/2016	Koppa	Bette	31709	30119	31169
24/01/2016	Koppa	Rashi Idi	28749	24069	27769
24/01/2016	Koppa	Gorabalu	21289	20139	20129
31/01/2016	Koppa	Hasa	49191	33108	42299
31/01/2016	Koppa	Bette	31679	30009	31269
31/01/2016	Koppa	Rashi Idi	28595	24169	28269
31/01/2016	Koppa	Gorabalu	21199	19618	20269
07/02/2016	Koppa	Hasa	48799	33189	44269
07/02/2016	Koppa	Bette	31149	30339	30269
07/02/2016	Koppa	Rashi Idi	28069	25169	27729
07/02/2016	Koppa	Gorabalu	19629	18569	18869
14/02/2016	Koppa	Hasa	47099	30839	42299
14/02/2016	Koppa	Bette	31029	29611	30869
14/02/2016	Koppa	Rashi Idi	27589	20298	27269
14/02/2016	Koppa	Gorabalu	19169	15018	18869
17/04/2016	Koppa	Bette	28629	27069	27769
21/02/2016	Koppa	Hasa	46800	32318	43269
21/02/2016	Koppa	Bette	31318	29869	30869
21/02/2016	Koppa	Rashi Idi	28099	23869	27369
21/02/2016	Koppa	Gorabalu	20099	17018	18869
28/02/2016	Koppa	Hasa	47899	33111	43269
28/02/2016	Koppa	Bette	31309	30111	31169
28/02/2016	Koppa	Rashi Idi	28109	23018	27769
28/02/2016	Koppa	Gorabalu	19699	15118	18869
06/03/2016	Koppa	Hasa	48099	31818	43269
06/03/2016	Koppa	Bette	30099	28749	30169
06/03/2016	Koppa	Rashi Idi	27799	22001	26569
06/03/2016	Koppa	Gorabalu	18089	16569	17769
13/03/2016	Koppa	Hasa	45399	33129	40269
13/03/2016	Koppa	Bette	29105	26811	27769
13/03/2016	Koppa	Rashi Idi	27449	20318	26659
13/03/2016	Koppa	Gorabalu	17169	12018	15669
20/03/2016	Koppa	Hasa	45019	32649	42299
20/03/2016	Koppa	Bette	27689	27019	27269
20/03/2016	Koppa	Rashi Idi	26259	23069	25569
20/03/2016	Koppa	Gorabalu	16869	15678	16129
27/03/2016	Koppa	Hasa	46099	30318	42299
27/03/2016	Koppa	Bette	28899	27018	26269
27/03/2016	Koppa	Rashi Idi	28099	23269	27729
27/03/2016	Koppa	Gorabalu	17699	14419	16669
10/04/2016	Koppa	Hasa	44899	35699	43899
10/04/2016	Koppa	Bette	30699	28069	29269
10/04/2016	Koppa	Rashi Idi	28799	24519	27269
10/04/2016	Koppa	Gorabalu	19029	16669	18869
17/04/2016	Koppa	Hasa	44789	32109	43269
17/04/2016	Koppa	Gorabalu	17018	13111	16669
24/04/2016	Koppa	Hasa	44399	31598	42299
24/04/2016	Koppa	Bette	27395	26569	26595
24/04/2016	Koppa	Rashi Idi	26595	23169	25595
24/04/2016	Koppa	Gorabalu	17389	15138	16659
08/05/2016	Koppa	Hasa	45899	30109	40269
08/05/2016	Koppa	Bette	26599	25149	25269
08/05/2016	Koppa	Rashi Idi	25695	23569	24469
08/05/2016	Koppa	Gorabalu	17182	15122	16669
15/05/2016	Koppa	Hasa	43611	28118	42269
15/05/2016	Koppa	Bette	26489	24411	25569
15/05/2016	Koppa	Rashi Idi	25591	24018	25269
15/05/2016	Koppa	Gorabalu	17280	12600	16689
22/05/2016	Koppa	Hasa	42299	27118	38869
22/05/2016	Koppa	Bette	26095	24011	25595
22/05/2016	Koppa	Rashi Idi	25519	22369	25169
22/05/2016	Koppa	Gorabalu	16689	14108	15569
29/05/2016	Koppa	Hasa	40099	26116	38869
29/05/2016	Koppa	Bette	25495	23899	24299
29/05/2016	Koppa	Rashi Idi	25219	18369	22269
29/05/2016	Koppa	Gorabalu	16218	14118	12299
05/06/2016	Koppa	Hasa	37099	21618	35269
05/06/2016	Koppa	Bette	24695	23595	23269
05/06/2016	Koppa	Rashi Idi	24609	19118	22269
05/06/2016	Koppa	Gorabalu	15618	13068	13269
12/06/2016	Koppa	Hasa	40299	25109	33169
12/06/2016	Koppa	Bette	23311	22199	21269
12/06/2016	Koppa	Rashi Idi	22829	19099	21169
12/06/2016	Koppa	Gorabalu	14118	12219	13369
19/06/2016	Koppa	Hasa	34589	24268	30369
19/06/2016	Koppa	Bette	23649	22199	21269
19/06/2016	Koppa	Rashi Idi	23256	19328	22269
19/06/2016	Koppa	Gorabalu	14298	11188	13369
26/06/2016	Koppa	Hasa	41899	25618	35299
26/06/2016	Koppa	Bette	24898	23009	23269
26/06/2016	Koppa	Rashi Idi	24089	20018	23869
26/06/2016	Koppa	Gorabalu	16118	13199	15569
03/07/2016	Koppa	Hasa	40099	25411	35569
03/07/2016	Koppa	Bette	26089	24069	25569
03/07/2016	Koppa	Rashi Idi	26369	20169	24099
03/07/2016	Koppa	Gorabalu	16089	14119	15511
10/07/2016	Koppa	Hasa	43199	28069	38869
10/07/2016	Koppa	Bette	27829	25849	26659
10/07/2016	Koppa	Rashi Idi	29309	22569	28869
10/07/2016	Koppa	Gorabalu	17588	14128	16669
17/07/2016	Koppa	Hasa	42699	27099	38869
17/07/2016	Koppa	Bette	27599	24599	25569
17/07/2016	Koppa	Rashi Idi	27169	23069	26659
17/07/2016	Koppa	Gorabalu	18009	15069	16569
24/07/2016	Koppa	Hasa	49899	26699	42299
24/07/2016	Koppa	Bette	28099	25599	27269
24/07/2016	Koppa	Rashi Idi	27335	21099	26269
24/07/2016	Koppa	Gorabalu	19021	16569	17769
31/07/2016	Koppa	Hasa	42899	27108	39969
31/07/2016	Koppa	Bette	26109	24411	25269
31/07/2016	Koppa	Rashi Idi	25599	20218	24469
31/07/2016	Koppa	Gorabalu	17269	15618	16659
07/08/2016	Koppa	Hasa	42569	25199	38869
07/08/2016	Koppa	Bette	27008	22618	25599
07/08/2016	Koppa	Rashi Idi	26008	20698	25569
07/08/2016	Koppa	Gorabalu	16819	14099	16269
14/08/2016	Koppa	Hasa	41099	16166	38869
14/08/2016	Koppa	Bette	26419	21118	25569
14/08/2016	Koppa	Rashi Idi	25719	20699	23369
14/08/2016	Koppa	Gorabalu	16699	14028	15569
21/08/2016	Koppa	Hasa	40099	25618	35569
21/08/2016	Koppa	Bette	26899	24118	26269
21/08/2016	Koppa	Rashi Idi	26419	20249	25569
21/08/2016	Koppa	Gorabalu	17139	16118	16669
28/08/2016	Koppa	Hasa	41009	25011	38869
28/08/2016	Koppa	Bette	27299	24618	26299
28/08/2016	Koppa	Rashi Idi	26799	20418	25569
28/08/2016	Koppa	Gorabalu	16818	15899	15569
04/09/2016	Koppa	Hasa	40769	25318	38869
04/09/2016	Koppa	Bette	26599	24398	25569
04/09/2016	Koppa	Rashi Idi	26269	20118	25529
04/09/2016	Koppa	Gorabalu	16298	14208	15569
11/09/2016	Koppa	Hasa	41899	24108	35569
11/09/2016	Koppa	Bette	26399	23698	25869
11/09/2016	Koppa	Rashi Idi	26099	18499	25569
11/09/2016	Koppa	Gorabalu	16519	14128	15569
18/09/2016	Koppa	Hasa	41899	24011	30369
18/09/2016	Koppa	Bette	27169	23388	26659
18/09/2016	Koppa	Rashi Idi	27289	20118	26659
18/09/2016	Koppa	Gorabalu	17328	15262	16659
25/09/2016	Koppa	Hasa	40899	24011	35339
25/09/2016	Koppa	Bette	26859	24011	25559
25/09/2016	Koppa	Rashi Idi	26459	20118	25569
25/09/2016	Koppa	Gorabalu	17108	15182	16659
09/10/2016	Koppa	Hasa	41369	26199	32269
09/10/2016	Koppa	Bette	28252	25888	27299
09/10/2016	Koppa	Rashi Idi	28069	22818	27199
09/10/2016	Koppa	Gorabalu	17528	14318	16569
16/10/2016	Koppa	Hasa	40869	26699	31400
16/10/2016	Koppa	Bette	30029	28099	29100
16/10/2016	Koppa	Rashi Idi	29789	25699	28500
16/10/2016	Koppa	Gorabalu	18329	15099	17400
23/10/2016	Koppa	Hasa	40699	26699	32269
23/10/2016	Koppa	Bette	28899	27099	28269
23/10/2016	Koppa	Rashi Idi	28829	24218	27769
23/10/2016	Koppa	Gorabalu	18019	14318	17769
06/11/2016	Koppa	Hasa	40009	26011	32369
06/11/2016	Koppa	Bette	29639	26199	28869
06/11/2016	Koppa	Rashi Idi	29279	26169	28869
06/11/2016	Koppa	Gorabalu	18028	13028	17769
20/11/2016	Koppa	Hasa	35369	24118	32269
20/11/2016	Koppa	Bette	28799	22118	26269
20/11/2016	Koppa	Rashi Idi	28099	20618	27169
20/11/2016	Koppa	Gorabalu	16669	14599	15569
27/11/2016	Koppa	Hasa	40999	28769	32369
27/11/2016	Koppa	Bette	28669	26499	27269
27/11/2016	Koppa	Rashi Idi	27299	22018	26699
27/11/2016	Koppa	Gorabalu	14418	14210	16418
04/12/2016	Koppa	Hasa	40899	28869	32269
04/12/2016	Koppa	Bette	28190	26511	27269
04/12/2016	Koppa	Rashi Idi	26669	20318	25569
04/12/2016	Koppa	Gorabalu	16328	14019	15569
11/12/2016	Koppa	Gorabalu	16269	14189	15569
11/12/2016	Koppa	Rashi Idi	27512	26019	26669
11/12/2016	Koppa	Bette	28788	28368	28229
